"FileName","Extension","Size_KB","LastModified","FullPath","FolderFamily"
"npy_2_compat.h",".h","8.59","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_2_compat.h","numpy"
"npy_2_complexcompat.h",".h","0.86","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_2_complexcompat.h","numpy"
"npy_3kcompat.h",".h","9.81","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_3kcompat.h","numpy"
"npy_common.h",".h","33.08","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_common.h","numpy"
"npy_cpu.h",".h","4.37","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_cpu.h","numpy"
"npy_endian.h",".h","2.89","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_endian.h","numpy"
"npy_math.h",".h","19","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_math.h","numpy"
"npy_no_deprecated_api.h",".h","0.68","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_no_deprecated_api.h","numpy"
"npy_os.h",".h","1.27","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\npy_os.h","numpy"
"numpyconfig.h",".h","7.47","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\numpyconfig.h","numpy"
"ufuncobject.h",".h","11.84","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\ufuncobject.h","numpy"
"utils.h",".h","1.19","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\utils.h","numpy"
"bitgen.h",".h","0.5","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\random\bitgen.h","random"
"distributions.h",".h","9.83","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\random\distributions.h","random"
"libdivide.h",".h","80.29","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\random\libdivide.h","random"
"LICENSE.txt",".txt","1.01","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\include\numpy\random\LICENSE.txt","random"
"npymath.lib",".lib","153.01","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\lib\npymath.lib","lib"
"mlib.ini",".ini","0.15","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\lib\npy-pkg-config\mlib.ini","npy-pkg-config"
"npymath.ini",".ini","0.37","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\lib\npy-pkg-config\npymath.ini","npy-pkg-config"
"numpy.pc",".pc","0.19","4/11/2026 12:46:05 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\lib\pkgconfig\numpy.pc","pkgconfig"
"_locales.py",".py","2.6","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\_locales.py","tests"
"_natype.py",".py","4.83","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\_natype.py","tests"
"test__exceptions.py",".py","3.37","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test__exceptions.py","tests"
"test_abc.py",".py","2.63","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_abc.py","tests"
"test_api.py",".py","24.74","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_api.py","tests"
"test_argparse.py",".py","3.27","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_argparse.py","tests"
"test_array_api_info.py",".py","3.54","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_array_api_info.py","tests"
"test_array_coercion.py",".py","35.91","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_array_coercion.py","tests"
"test_array_interface.py",".py","8.32","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_array_interface.py","tests"
"test_arraymethod.py",".py","3.66","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_arraymethod.py","tests"
"test_arrayobject.py",".py","3.78","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_arrayobject.py","tests"
"test_arrayprint.py",".py","51.11","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_arrayprint.py","tests"
"test_casting_floatingpoint_errors.py",".py","5.59","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_casting_floatingpoint_errors.py","tests"
"test_casting_unittests.py",".py","41.36","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_casting_unittests.py","tests"
"test_conversion_utils.py",".py","7","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_conversion_utils.py","tests"
"test_cpu_dispatcher.py",".py","2.02","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_cpu_dispatcher.py","tests"
"test_cpu_features.py",".py","17.45","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_cpu_features.py","tests"
"test_custom_dtypes.py",".py","14.97","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_custom_dtypes.py","tests"
"test_cython.py",".py","11.18","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_cython.py","tests"
"test_datetime.py",".py","125.19","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_datetime.py","tests"
"test_defchararray.py",".py","31.23","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_defchararray.py","tests"
"test_deprecations.py",".py","17.95","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_deprecations.py","tests"
"test_dlpack.py",".py","6.29","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_dlpack.py","tests"
"test_dtype.py",".py","83.74","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_dtype.py","tests"
"test_einsum.py",".py","58.27","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_einsum.py","tests"
"test_errstate.py",".py","5.07","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_errstate.py","tests"
"test_extint128.py",".py","6.13","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_extint128.py","tests"
"test_finfo.py",".py","2.92","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_finfo.py","tests"
"test_function_base.py",".py","18.2","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_function_base.py","tests"
"test_getlimits.py",".py","5.92","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_getlimits.py","tests"
"test_half.py",".py","25.66","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_half.py","tests"
"test_hashtable.py",".py","1.58","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_hashtable.py","tests"
"test_indexerrors.py",".py","5.15","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_indexerrors.py","tests"
"test_indexing.py",".py","65.18","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_indexing.py","tests"
"test_item_selection.py",".py","7.08","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_item_selection.py","tests"
"test_limited_api.py",".py","3.91","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_limited_api.py","tests"
"test_longdouble.py",".py","12.95","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_longdouble.py","tests"
"test_mem_overlap.py",".py","29.97","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_mem_overlap.py","tests"
"test_mem_policy.py",".py","17.32","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_mem_policy.py","tests"
"test_memmap.py",".py","8.76","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_memmap.py","tests"
"test_multiarray.py",".py","422.28","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_multiarray.py","tests"
"test_multiprocessing.py",".py","2.48","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_multiprocessing.py","tests"
"test_multithreading.py",".py","12.64","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_multithreading.py","tests"
"test_nditer.py",".py","138.47","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_nditer.py","tests"
"test_nep50_promotions.py",".py","10.56","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_nep50_promotions.py","tests"
"test_numeric.py",".py","161.46","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_numeric.py","tests"
"test_numerictypes.py",".py","24.67","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_numerictypes.py","tests"
"test_overrides.py",".py","28.33","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_overrides.py","tests"
"test_print.py",".py","7.36","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_print.py","tests"
"test_protocols.py",".py","1.61","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_protocols.py","tests"
"test_records.py",".py","21.08","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_records.py","tests"
"test_regression.py",".py","96.96","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_regression.py","tests"
"test_scalar_ctors.py",".py","7.17","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_scalar_ctors.py","tests"
"test_scalar_methods.py",".py","12.98","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_scalar_methods.py","tests"
"test_scalarbuffer.py",".py","6.08","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_scalarbuffer.py","tests"
"test_scalarinherit.py",".py","3.06","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_scalarinherit.py","tests"
"test_scalarmath.py",".py","46.7","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_scalarmath.py","tests"
"test_scalarprint.py",".py","20.07","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_scalarprint.py","tests"
"test_shape_base.py",".py","32.43","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_shape_base.py","tests"
"test_simd_module.py",".py","4.39","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_simd_module.py","tests"
"test_simd.py",".py","49.47","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_simd.py","tests"
"test_stringdtype.py",".py","59.37","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_stringdtype.py","tests"
"test_strings.py",".py","60.65","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_strings.py","tests"
"test_ufunc.py",".py","140.33","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_ufunc.py","tests"
"test_umath_accuracy.py",".py","6.25","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_umath_accuracy.py","tests"
"test_umath_complex.py",".py","24.11","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_umath_complex.py","tests"
"test_umath.py",".py","197.15","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_umath.py","tests"
"test_unicode.py",".py","13.46","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\test_unicode.py","tests"
"astype_copy.pkl",".pkl","0.7","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\astype_copy.pkl","data"
"generate_umath_validation_data.cpp",".cpp","5.87","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\generate_umath_validation_data.cpp","data"
"recarray_from_file.fits",".fits","8.44","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\recarray_from_file.fits","data"
"umath-validation-set-arccos.csv",".csv","61.32","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccos.csv","data"
"umath-validation-set-arccosh.csv",".csv","61.32","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccosh.csv","data"
"umath-validation-set-arcsin.csv",".csv","61.3","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsin.csv","data"
"umath-validation-set-arcsinh.csv",".csv","60.27","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsinh.csv","data"
"umath-validation-set-arctan.csv",".csv","60.29","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctan.csv","data"
"umath-validation-set-arctanh.csv",".csv","61.3","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctanh.csv","data"
"umath-validation-set-cbrt.csv",".csv","60.82","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cbrt.csv","data"
"umath-validation-set-cos.csv",".csv","59.08","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cos.csv","data"
"umath-validation-set-cosh.csv",".csv","60.84","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cosh.csv","data"
"umath-validation-set-exp.csv",".csv","17.48","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp.csv","data"
"umath-validation-set-exp2.csv",".csv","58.65","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp2.csv","data"
"umath-validation-set-expm1.csv",".csv","60.28","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-expm1.csv","data"
"umath-validation-set-log.csv",".csv","11.68","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log.csv","data"
"umath-validation-set-log10.csv",".csv","68.9","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log10.csv","data"
"umath-validation-set-log1p.csv",".csv","60.29","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log1p.csv","data"
"umath-validation-set-log2.csv",".csv","68.89","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log2.csv","data"
"umath-validation-set-README.txt",".txt","0.96","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-README.txt","data"
"umath-validation-set-sin.csv",".csv","58.58","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sin.csv","data"
"umath-validation-set-sinh.csv",".csv","60.28","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sinh.csv","data"
"umath-validation-set-tan.csv",".csv","60.28","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tan.csv","data"
"umath-validation-set-tanh.csv",".csv","60.28","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tanh.csv","data"
"checks.pyx",".pyx","11.06","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\cython\checks.pyx","cython"
"meson.build",".build","1.28","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\cython\meson.build","cython"
"setup.py",".py","1.29","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\cython\setup.py","cython"
"limited_api_latest.c",".c","0.46","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\limited_api\limited_api_latest.c","limited_api"
"limited_api1.c",".c","0.32","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\limited_api\limited_api1.c","limited_api"
"limited_api2.pyx",".pyx","0.21","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\limited_api\limited_api2.pyx","limited_api"
"meson.build",".build","1.68","4/11/2026 12:46:06 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\limited_api\meson.build","limited_api"
"setup.py",".py","0.87","4/11/2026 1:14:32 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_core\tests\examples\limited_api\setup.py","limited_api"
"__init__.py",".py","0.41","4/11/2026 1:14:33 PM","D:\AgentLeecompletesystem\LeeWay-Agents-the-World-Within\LeeWay-Standards\.venv\Lib\site-packages\numpy\_pyinstaller\__init__.py","_pyinstaller"
